Tipo de Rede;Tipo de Monitoramento;Tipo;Data;Hora;Código Estação;Nome Estação;Nome Parâmetro;Unidade Medida;Média Horária;Média Móvel;Válido;Dt. Amostragem;Dt. Instalação;Dt. Retirada;Concentração;Taxa
A;CETESB;Dados Primários;01/03/2020;01:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;6;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;02:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;5;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;03:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;3;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;04:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;5;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;05:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;4;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;06:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;4;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;07:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;5;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;08:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;4;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;09:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;6;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;10:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;8;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;11:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;8;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;12:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;7;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;13:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;5;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;14:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;4;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;15:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;6;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;16:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;6;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;17:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;7;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;18:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;5;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;19:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;9;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;20:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;10;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;22:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;10;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;23:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;13;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;01/03/2020;24:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;7;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;01:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;6;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;02:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;5;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;03:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;4;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;04:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;6;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;05:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;06:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;07:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;17;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;08:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;21;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;09:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;17;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;10:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;11:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;12:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;13;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;13:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;12;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;14:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;15:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;13;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;16:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;17:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;18:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;19:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;25;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;20:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;21:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;22:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;23:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;02/03/2020;24:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;18;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;01:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;26;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;02:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;03:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;12;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;04:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;8;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;05:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;10;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;06:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;07:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;28;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;08:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;36;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;09:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;33;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;10:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;11:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;12:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;21;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;13:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;21;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;14:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;15:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;16:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;17:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;18:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;22;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;19:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;27;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;20:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;25;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;21:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;22:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;17;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;23:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;03/03/2020;24:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;9;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;01:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;02:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;03:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;28;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;04:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;34;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;05:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;23;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;06:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;07:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;08:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;24;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;09:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;27;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;10:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;11:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;23;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;12:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;22;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;13:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;21;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;14:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;15:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;13;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;16:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;17:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;18:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;13;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;19:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;20:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;21:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;22:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;23:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;12;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;04/03/2020;24:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;01:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;26;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;02:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;24;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;03:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;26;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;04:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;26;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;05:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;47;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;06:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;83;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;07:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;26;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;08:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;36;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;09:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;33;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;10:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;23;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;11:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;12:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;11;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;13:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;8;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;14:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;10;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;15:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;12;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;16:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;12;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;17:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;18:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;19:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;18;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;20:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;21:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;22:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;23:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;05/03/2020;24:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;11;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;01:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;12;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;02:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;13;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;03:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;10;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;04:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;6;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;05:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;6;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;06:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;07:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;08:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;09:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;19;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;10:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;11:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;12:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;13:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;12;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;14:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;15:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;15;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;16:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;12;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;17:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;13;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;18:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;17;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;19:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;20:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;16;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;21:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;17;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;22:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;21;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;23:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;20;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/03/2020;24:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;14;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/03/2020;01:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;13;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/03/2020;02:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;8;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/03/2020;03:00;99;Pinheiros;NOx (Óxidos de Nitrogênio);ppb;5;-;Sim;-;-;-;-;-
